chunk_id,conference_id,session_key,session_group,chunk_file_name,chunk_path,gemini_file_ref,chunk_index,n_chunks_in_session,chunk_position,analyzed,model_used,num_teams,num_funded_teams,has_teams,has_funded_teams,human_validation_set,utterance_validation_set,oversampled_for,outcome_has_funded_teams
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk1.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk1.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S1/split-1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk1.mp4,files/b80zegs2ngbj,0,6,beginning,True,gemini-3.1-pro-preview,1.0,0.0,True,False,False,False,,False
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk2.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk2.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S1/split-1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk2.mp4,files/fmpddeyzv6ku,1,6,middle,True,gemini-3.1-pro-preview,1.0,0.0,True,False,False,False,,False
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk3.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk3.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S1/split-1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk3.mp4,files/5dvpn3xiugea,2,6,middle,True,gemini-3.1-pro-preview,1.0,0.0,True,False,False,False,,False
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk4.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk4.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S1/split-1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk4.mp4,files/w49npg5qk82r,3,6,middle,True,gemini-3.1-pro-preview,1.0,0.0,True,False,False,False,,False
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk5.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk5.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S1/split-1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk5.mp4,files/303zysyeujdw,4,6,middle,True,gemini-3.1-pro-preview,1.0,0.0,True,False,False,False,,False
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk6.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk6.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S1/split-1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk6.mp4,files/7v4gasgej34z,5,6,end,True,gemini-3.1-pro-preview,1.0,0.0,True,False,False,False,,False
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10_chunk1.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10,2020_11_05_NES_S1,1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10_chunk1.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S1/split-1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10_chunk1.mp4,files/jhvd9utmgkun,0,2,beginning,True,gemini-3.1-pro-preview,1.0,0.0,True,False,False,False,,False
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10_chunk2.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10,2020_11_05_NES_S1,1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10_chunk2.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S1/split-1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10_chunk2.mp4,files/9eafeexdw7nd,1,2,end,True,gemini-3.1-pro-preview,1.0,0.0,True,False,False,False,,False
2020NES__2020_11_06_NES_S11/Zoom_Meeting_2020_11_06_11_59_21__Zoom_Meeting_2020_11_06_11_59_21.mp4,2020NES,2020_11_06_NES_S11/Zoom_Meeting_2020_11_06_11_59_21,2020_11_06_NES_S11,Zoom_Meeting_2020_11_06_11_59_21.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/Zoom_Meeting_2020_11_06_11_59_21.mp4,files/a215aa2ceh8a,0,1,whole,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06.mp4,2020NES,2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06,2020_11_06_NES_S11,5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06.mp4,files/ysogwy3jor85,0,1,whole,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/Zoom_2020_11_06_12_12_38__Zoom_2020_11_06_12_12_38.mp4,2020NES,2020_11_06_NES_S11/Zoom_2020_11_06_12_12_38,2020_11_06_NES_S11,Zoom_2020_11_06_12_12_38.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/Zoom_2020_11_06_12_12_38.mp4,files/j3qhf7z1an8l,0,1,whole,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk1.mp4,2020NES,2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53,2020_11_06_NES_S11,5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk1.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/split-5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk1.mp4,files/idbkzh11p218,0,7,beginning,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk2.mp4,2020NES,2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53,2020_11_06_NES_S11,5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk2.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/split-5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk2.mp4,files/kj792rhbi0or,1,7,middle,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk3.mp4,2020NES,2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53,2020_11_06_NES_S11,5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk3.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/split-5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk3.mp4,files/322s053t4jai,2,7,middle,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk4.mp4,2020NES,2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53,2020_11_06_NES_S11,5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk4.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/split-5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk4.mp4,files/1ahva606o8ke,3,7,middle,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk5.mp4,2020NES,2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53,2020_11_06_NES_S11,5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk5.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/split-5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk5.mp4,files/xwwzma34e9pf,4,7,middle,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk6.mp4,2020NES,2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53,2020_11_06_NES_S11,5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk6.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/split-5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk6.mp4,files/6go9ponunzug,5,7,middle,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk7.mp4,2020NES,2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53,2020_11_06_NES_S11,5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk7.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/split-5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_53_chunk7.mp4,files/lvo90vg4zbsx,6,7,end,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_06_NES_S11/2_frontiers_for_echem_Zoom_Meeting_2020_11_06_12_12_54__2_frontiers_for_echem_Zoom_Meeting_2020_11_06_12_12_54.mp4,2020NES,2020_11_06_NES_S11/2_frontiers_for_echem_Zoom_Meeting_2020_11_06_12_12_54,2020_11_06_NES_S11,2_frontiers_for_echem_Zoom_Meeting_2020_11_06_12_12_54.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_06_NES_S11/2_frontiers_for_echem_Zoom_Meeting_2020_11_06_12_12_54.mp4,files/175qzp5c3sd4,0,1,whole,True,gemini-3.1-pro-preview,3.0,1.0,True,True,False,False,,True
2020NES__2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_57_32__4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_57_32.mp4,2020NES,2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_57_32,2020_11_05_NES_S4,4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_57_32.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_11_57_32.mp4,files/t8gqxpn3idzc,0,1,whole,True,gemini-3.1-pro-preview,1.0,1.0,True,True,False,False,,True
2020NES__2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00__4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk1.mp4,2020NES,2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00,2020_11_05_NES_S4,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk1.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S4/split-4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk1.mp4,files/gc6zpcltqeri,0,6,beginning,True,gemini-3.1-pro-preview,1.0,1.0,True,True,False,False,,True
2020NES__2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00__4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.mp4,2020NES,2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00,2020_11_05_NES_S4,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S4/split-4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk2.mp4,files/7zcjylpj98nc,1,6,middle,True,gemini-3.1-pro-preview,1.0,1.0,True,True,False,False,,True
2020NES__2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00__4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.mp4,2020NES,2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00,2020_11_05_NES_S4,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S4/split-4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk3.mp4,files/uvznq29z08sv,2,6,middle,True,gemini-3.1-pro-preview,1.0,1.0,True,True,False,False,,True
2020NES__2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00__4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.mp4,2020NES,2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00,2020_11_05_NES_S4,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S4/split-4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk4.mp4,files/hqv9s7xll0ec,3,6,middle,True,gemini-3.1-pro-preview,1.0,1.0,True,True,False,False,,True
2020NES__2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00__4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.mp4,2020NES,2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00,2020_11_05_NES_S4,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S4/split-4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk5.mp4,files/n5kshmhjuf4n,4,6,middle,True,gemini-3.1-pro-preview,1.0,1.0,True,True,False,False,,True
2020NES__2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00__4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk6.mp4,2020NES,2020_11_05_NES_S4/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00,2020_11_05_NES_S4,4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk6.mp4,/home/jhs0727/p32824/scialog/2020NES/2020_11_05_NES_S4/split-4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00/4_Beyond_CO2_Zoom_Meeting_2020_11_05_12_17_00_chunk6.mp4,files/foic9mor7m9s,5,6,end,True,gemini-3.1-pro-preview,1.0,1.0,True,True,False,False,,True
