session_id,n_cdp_score1,n_cdp_score2,pct_score1,pct_score2,mean_tokens_score1,mean_tokens_score2,sample_score1,sample_score2,conference
2020_11_06_NES_S9,19,6,76.0,24.0,10.052631578947368,33.0,people aren't back yet so we'll I'm sort of watching people come back and turn their cameras on. | And I'll share my screen here on the upcoming breakouts that we have.,"So once again if you're just arriving back if when you're back ready to get going if you could turn  | Okay we're going to be going into Beyond CO2, Frontiers for Electrochemistry, New Ideas and Opportun",2020NES
2021_05_20_ABI_S1,24,5,82.75862068965517,17.24137931034483,9.291666666666666,37.4,volunteer um you know like um doing the recording or reporting for this session. | I guess I can do the record.,"Oh, that sounds good. Would that work? So okay, great. Um you you're going to do so um so we have a  | We just uh uh we have two volunteers. One will serve as a recorder, the other will serve as a report",2021ABI
2021_05_20_ABI_S2,35,13,72.91666666666667,27.083333333333332,12.571428571428571,41.53846153846154,Thank you. Uh Ping. | Ferdinand.,"And these sessions here now are really to sort of get to know groups that may be able to interact. U | Um, obviously some people are very passionate and very expert about this, but but this is also an op",2021ABI
2021_05_20_ABI_S3,14,14,50.0,50.0,23.357142857142858,67.14285714285714,"Okay, sounds perfect. Okay, does anyone have any questions before we take our minute to think? | Okay, so who would like to get started?",more discussion. I am sure that there are other topics of discussion that will come up that might fa | And either of those things you can do. If you think they're really valuable to put in the parking lo,2021ABI
2021_05_20_ABI_S4,33,13,71.73913043478261,28.26086956521739,22.727272727272727,36.69230769230769,"Uh for the person who just joined, uh we're taking a minute to uh go through the topics and jot down | Thank you and Shiva, I'm going to cross my Hollywood squares here.","Okay, that gives me a great opportunity to just say that I'm here as a butterfly on the wall as an o | So I think that's about a minute. So hopefully you'll be able to jot some notes down and the next th",2021ABI
2021_05_20_ABI_S5,29,10,74.35897435897436,25.641025641025642,9.206896551724139,30.1,"It's it's it's actual ideas, not the questions. | So should we go through our backgrounds and then say something about these prompts or what we have d","It's just the main ideas that emerge here. The questions that you're seeing in the slide are the pro | Yes, not the idea, not the question. Those questions are just to assist you with the discussion, but",2021ABI
2021_05_20_ABI_S6,18,8,69.23076923076923,30.76923076923077,13.666666666666666,59.75,"Sounds sounds right. Okay. | Yeah, biologing biological networks definitely. Sounds good.","Uh here. the top there's a section called um virtual virtual I just dropped the link in the chat. | Well I guess um we're supposed to start I mean, I think it would make the most sense to start with t",2021ABI
2021_05_20_ABI_S7,17,14,54.83870967741935,45.16129032258065,17.764705882352942,61.285714285714285,"The other thing I was thinking is that um if we're going to report out on key points from our discus | Okay, sounds perfect. Okay, does anyone have any questions before we take our minute to think?","your name so Josh doesn't have to type your name into the slides, so you can keep it open, you can a | Um, so if you open up the the Google slides, I think we can all edit at the same time. Josh can keep",2021ABI
2021_05_20_ABI_S8,38,12,76.0,24.0,10.631578947368421,28.666666666666668,"Oh, I see there's a slide we need to fix. You're writing in the slide. | Yeah, it's on uh slide 24, I think, right?","Can we enter the names there right now? I guess can you can everybody see? | So can everybody see the slides? I think right now if you go all the way to slide 24, you can see ro",2021ABI
2021_05_21_ABI_S1,43,9,82.6923076923077,17.307692307692307,11.627906976744185,32.22222222222222,"30 seconds. | Okay, well while we're finishing that up, why don't we just do the 30 second intro to each other. Um","Um, should we um, I don't Josh, you're our scribe. I'm just thinking, should we be um trying to put  | Okay. I'm just wondering if maybe we could put like a super structure to our notes and then try to f",2021ABI
2021_05_21_ABI_S10,38,12,76.0,24.0,16.68421052631579,30.416666666666668,"Uh Vivian who just joined, we're jotting down our own ideas during this first minute. | Okay, about 10 more seconds.","bullet points under quantitative imaging, right? Kind of jot down in case you you know, your thought | I've been a recorder, you can't do it again. So if you are there any volunteers of someone who has n",2021ABI
2021_05_21_ABI_S11,27,6,81.81818181818181,18.181818181818183,21.14814814814815,19.0,"we've got this so um Anarud, maybe start with you because you're you're not eating. | Maybe focus on your modality because I think when you get that's where we're going to be either your","Okay, let's let's try millimeters first or or half a centimeter. How about half a centimeter? | Um, Andrew, maybe we should, um, either we can go to the Google document, um, to start studying our ",2021ABI
2021_05_21_ABI_S12,41,17,70.6896551724138,29.310344827586206,8.0,29.764705882352942,Right. Yeah. | I did it right before.,"Brian, do you want me to start off with the logistics part at the beginning and then we can kind of  | Okay. Um so hopefully we have everyone in. Um so first off we need well maybe I'll just read it. So ",2021ABI
2021_05_21_ABI_S13,26,6,81.25,18.75,11.76923076923077,50.666666666666664,"I'm Katy Keenan. I'm at the National Institute of Standards and Technology and we work to do validat | Crystal, you're next uh on my side.","Um typically we ask um all the members to write down at least something they think about this topic, | I can do the report.",2021ABI
2021_05_21_ABI_S14,18,16,52.94117647058823,47.05882352941177,14.0,49.8125,"Okay, let's go to Kevin. Let's let's go to Kevin. | Sure, I can do it.","some intros just so we all know again about what people do. Uh just as a reminder what my background | Matt, can I um intervene? Sorry, before everything, um can we uh identify a reporter um uh recorder/",2021ABI
2021_05_21_ABI_S15,23,5,82.14285714285714,17.857142857142858,23.47826086956522,25.2,"Well, um, yeah, let's maybe start some introductions. We're beginning the obviously by the third bre | are pretty much optical based or maybe ultrasound Barbara perhaps got the broadest capabilities. Uh ","Maybe focus on your modality because I think when you get that's where we're going to be. Either you | If if I just go to the prompt that we had, um, maybe as a as to kick this out, um, maybe start out w",2021ABI
2021_05_21_ABI_S16,39,11,78.0,22.0,17.05128205128205,61.90909090909091,"We're missing a couple people and the facilitator, but I was hoping, I mean, who is our facilitator? | Matt can be our facilitator.","Hi, we have a technical glitch with Ali's connection. So uh uh I'm going to sub in until he gets rec | I know but others may not know you just give a uh one sentence about yourself. I know you are an uh ",2021ABI
2021_05_21_ABI_S2,24,12,66.66666666666667,33.333333333333336,22.0,50.5,That sounds great. Thanks. | And if there's no one that will volunteer then I will do a random pick.,we have the two of us on this room. I don't know if you I think you worked with someone else on the  | Okay. Um so we'll go ahead and get started and just a reminder this is the breakout session on the i,2021ABI
2021_05_21_ABI_S3,25,9,73.52941176470588,26.470588235294116,18.08,28.555555555555557,"send a Google Drive, I think. So yeah, I'll share it. | Yeah, I just saw it. So which slide should we go to?","Uh, I can do reporter if no one if no one else wants to do it. | For an hour. Yeah, so I guess the question is just to review that we should be discussing is um are ",2021ABI
2021_05_21_ABI_S4,23,4,85.18518518518519,14.814814814814815,25.73913043478261,88.0,suggest is that we very quickly introduce ourselves um and then we'll start working on generating id | Okay. Wonderful. Dylan.,"So I thought I thought we all first facilitators introduce themselves. But okay, so my name is Anna  | Uh, and the biggest question, I guess, you all know that it takes about 10 years to get something fr",2021ABI
2021_05_21_ABI_S5,53,7,88.33333333333333,11.666666666666666,13.169811320754716,40.0,"about 40 seconds more. So jot them down, type them. | Okay, so that was our minute of jotting down our own thoughts for use later in this conversation. So","minute of jotting down your thoughts. Do you all have the um slide, which imaging modalities are mos | with the group I we did yesterday, we opened up a Google Drive and they kept notes and then condense",2021ABI
2021_05_21_ABI_S6,32,7,82.05128205128206,17.94871794871795,17.09375,33.857142857142854,"Yeah, so if for that 60 second sort of analysis, there's that slide that has the kind of um prompt p | Oh, anybody want to volunteer to be the reporter?","Yeah, I think if you just it might be easiest to just open even like a doc file just on your own com | You can enter your own names. That way she doesn't have to go through and although we may crash it n",2021ABI
2021_05_21_ABI_S7,22,9,70.96774193548387,29.032258064516128,10.227272727272727,57.666666666666664,"Okay, uh Nick. | Okay, Arnold.","Um I I did appreciate the suggestion to use a um shared document and so Matt I actually set one up a | Okay, so um similar to yesterday, we'll start off with taking a minute to think and write down um a ",2021ABI
2021_05_21_ABI_S8,18,6,75.0,25.0,18.22222222222222,62.5,"So that's it. Um, I mean, I can take tell you more, but I think we should try to keep it short. | So, um, I I'm just going to go the way I see people on the screen, so no or or no, I do have a list ","And uh as uh Andrew pointed out, you don't need to fill up that slide uh right away because I guess  | Okay. Sixian, thank you so much. That's uh great. So it's actually up to you. You can write, you kno",2021ABI
2021_05_21_ABI_S9,27,10,72.97297297297297,27.027027027027028,18.037037037037038,34.9,"So Matt, do you want to uh share? | Do I want to what? Take over? No. Run the show.","Matt, can I uh intervene? Sorry, before everything, um, can we uh identify a reporter, um, uh record | Great. Thanks, Kevin. And um, do you want to uh set up a Google Doc? Would that is that is that poss",2021ABI
output-2021-05-20-ABI-S1,7,6,53.84615384615385,46.15384615384615,31.142857142857142,69.5,Hi everyone. My name is Ellen Sletten. I'm an assistant professor at UCLA in the chemistry and bioch | systems. So we've been looking at for example primary cilia is one of our interests that we've been ,"Okay, I think that's roughly one and a half minutes. Are we good? Everyone has so this is the the um | Great, sounds good. Um I'm Katherine White. I'm a faculty at the University of Notre Dame. My lab st",2021ABI
2021_10_07_CMC_S1,29,14,67.44186046511628,32.55813953488372,15.310344827586206,34.92857142857143,"Okay, thank you. Uh Joshua? | Thank you. And Kathy?","for for this point, yeah, I guess you can turn off your mute and we'll see if it becomes too noisy.  | Okay. Um before we actually ask you to uh write a sentence or two of some initial ideas, why don't w",2021CMC
2021_10_07_CMC_S2,18,6,75.0,25.0,24.72222222222222,116.16666666666667,"on understanding human metabolite signaling at the chemical level. So understanding how structurally | Excellent. Thank you. Okay Lulu, you're next on my screen.","Okay, okay, good. So what I kind so in terms of what do we need to make progress, I kind of heard qu | Do you think it'd be worth to start with kind of the group saying what are like just what listing wh",2021CMC
2021_10_07_CMC_S3,17,13,56.666666666666664,43.333333333333336,8.764705882352942,48.15384615384615,"Yeah, so let's keep it on light as a readout. That's such that so many different assays are captured | Well let's do both. Let's take the enzyme first.","Okay, 90 seconds and just look at the questions. I'll put them in the chat as well. Just quiet time, | Okay, so so hopefully that triggered some thoughts within you and I'm keenly interested in the topic",2021CMC
2021_10_07_CMC_S4,17,10,62.96296296296296,37.03703703703704,33.1764705882353,29.6,"Well, does anybody want to get us started on on like a a big question in in intra cell communication | One thing that might make sense here to help us is that I think people can just try speaking up and ","And if anyone wants another minute, nod your head and we'll extend it a little. Okay, no, I don't se | Is it also helpful for me to share the note taking screen and like live view of the notes or do peop",2021CMC
2021_10_07_CMC_S5,21,5,80.76923076923077,19.23076923076923,11.142857142857142,50.2,"Okay, there we go. And she's at Yale. Okay. Caitlin, go ahead. | Okay. You're up next.",Okay. So what we would like just to sort of get you started is to take just a few minutes and write  | So I see that garnered a couple more people in there. We have nine viewers on our document. Is anyon,2021CMC
2021_10_07_CMC_S6,18,9,66.66666666666667,33.333333333333336,13.277777777777779,60.0,So I'm again I'm just going to go to the Hollywood Squares and and um and then but we and and Rommie | Okay we're not doing the other part?,Right we're just going to introduce everybody's voices and that way when you are speaking later some | And I'm Rigoberto Hernandez from Johns Hopkins and uh Peloton yoga with my wife. So now we're going ,2021CMC
2021_10_07_CMC_S7,11,4,73.33333333333333,26.666666666666668,25.545454545454547,68.25,Into the chat box. So here's your chance. | Thank you. Uh Cheemeng.,"Okay, so that's nice. So our lab has been using machine learning recently and deep learning for many | So I I want to make sure that we have time for some of the other topics. So I'm going to give Stephe",2021CMC
2021_10_08_CMC_S1,31,14,68.88888888888889,31.11111111111111,14.258064516129032,68.07142857142857,Here I am. | Paul uh I sent you a couple of texts but probably you didn't get time to check it. Uh just to ask ar,I know. They uh they join us as a uh real entree. Um I'm going I'm going to give Paul a couple of mi | Okay. So good morning and welcome to the uh discussion room number four which is cell environment in,2021CMC
2021_10_08_CMC_S10,17,9,65.38461538461539,34.61538461538461,23.529411764705884,44.22222222222222,I would I would uh I guess I'll prefer to be the reporter. | I think so. Let me get myself back there.,Is there anybody who has not been a scribe yet or a reporter yet who would like to do that? | I would do one of those two. I haven't done it yet.,2021CMC
2021_10_08_CMC_S11,16,16,50.0,50.0,10.0625,89.625,Stop. | Wen okay. The whole name.,Okay so with that everybody can see their chat box and I like to get the business side of this done  | All right. So the number is 25. And so who's closest to 25? 29 looks pretty close to 25 and 18 looks,2021CMC
2021_10_08_CMC_S12,14,4,77.77777777777777,22.22222222222222,20.071428571428573,66.25,So maybe let's take the second bullet then in the spatial proteomics because there are you know mass | I I think at least for me you've started at too high of a level of you know first you have to say wh,Right. Should we it's now 2 o'clock and by 2:15 we should have some sort of summary. So Laura I beli | Sure. Yeah does everyone have the I'm going to copy some of it into the slide. Uh but I think I like,2021CMC
2021_10_08_CMC_S13,43,14,75.43859649122807,24.56140350877193,20.488372093023255,69.0,"Yeah, that's right. Andreas was my guy for the first four sessions and he just hasn't been here, so  | Yeah. Did you I think they assigned us like lead and and co-lead. Do you want to follow that? I don'","All right. So hello everybody. Welcome to I guess one of I guess we're the second signaling at diffe | So okay, so now we would like to assign if we could someone to take notes, who would be our scribe, ",2021CMC
2021_10_08_CMC_S14,46,16,74.19354838709677,25.806451612903224,19.76086956521739,59.5625,figure out how we're going to operate. | Did you I think they assigned us like lead and and co-lead. Do you want to follow that? I don't know,All right. So hello everybody. Welcome to I guess one of I guess we're the second signaling at diffe | So so I'm Cathy Murphy. I'm at the University of Illinois. I'm a chemist. I'm a nanoparticle person.,2021CMC
2021_10_08_CMC_S2,18,7,72.0,28.0,11.777777777777779,73.71428571428571,"Mhm. Thank you. Excellent, thank you. Okay, Kathy, other Kathy from UPenn, hello. | Okay, well that's interesting, thank you. Okay, so Stefano, you're next on my screen.","We've got all kinds of people joining us here plus a bot. Okay, groovy. Okay, so we have an hour and | All right, well, while we're waiting for Adam to turn into Masha, we have to have someone be the rep",2021CMC
2021_10_08_CMC_S3,23,7,76.66666666666667,23.333333333333332,12.304347826086957,83.14285714285714,"That's right, but I would rather not do it. I am connecting from Europe and I have very bad internet | 30 yeah, you're the next closest to 47 except for Gant who is disqualified.","All right, you guys ready to go? I'm Erika Matunis. I am your moderator here and I'm a cell biologis | Completely fair. Okay, let's take the next number. Who's that going to be? Haoran? Oh no, Gant, but ",2021CMC
2021_10_08_CMC_S4,26,7,78.78787878787878,21.21212121212121,16.0,82.71428571428571,"we know we're going to need to assign a recorder. So what I was going to suggest is if you could fin | In nine days, okay. Is there anybody who's closer than that? Silence out there. It sounds like a so ",I have not. So I'll be I'll be doing it. | So I think I think you are our reporter. And then the other thing I think we'll need to do is do aga,2021CMC
2021_10_08_CMC_S5,34,18,65.38461538461539,34.61538461538461,8.852941176470589,53.94444444444444,"Here I am. | Paul, I sent you a couple of texts but probably you didn't get time to check it. Just to ask, are yo","I know. They join us as a radio entry. I'm going to give Paul a couple of minutes to join me, my co- | Okay. So good morning and welcome to the discussion room number four, which is cell environment inte",2021CMC
2021_10_08_CMC_S6,22,15,59.45945945945946,40.54054054054054,22.318181818181817,58.333333333333336,"That's great. Yes, I think we are getting hungry. Sorry about that. It's close to lunchtime for thos | You probably, it's a nice, you know, makes it parallel, symmetric.","Good morning. I think that Rommie is going to be leading this, so I was just giving her a moment to  | We will get there. Okay, great. So the other thing that I need to, that we need to do is assign a sc",2021CMC
2021_10_08_CMC_S7,21,8,72.41379310344827,27.586206896551722,21.761904761904763,55.125,"her a moment to join. If we don't hear from her in a minute or two, I'll I'll move things forward, b | Hello. Hi Rommie, you can get us started. Great. How is everyone doing?","So hi everyone. I think that in the interest of time we'll get started. I don't know where Rommie is | Good. Okay. Should we um let me see, hold on one moment. I'm trying to pull up. I guess we could go ",2021CMC
2021_10_08_CMC_S8,21,12,63.63636363636363,36.36363636363637,33.476190476190474,26.416666666666668,"Yeah, so Paul, who's the primary? Who who wants to do the setup and then | Well, you're supposedly the primary, but yeah.","Sure. Sure, I'll I'll then do the setup of the logistics and all of that for this one. What do you s | Sounds great.",2021CMC
2021_10_08_CMC_S9,19,9,67.85714285714286,32.142857142857146,18.105263157894736,56.0,"Go ahead. Mine is March 19th, not very close. | May 22nd. I bet we've got somebody closer than that although maybe not.","Okay, it looks like we've got most of the people that we're supposed to have here. Um we're all here | My my birthday is July 30 uh July 17 but I just did another reporter.",2021CMC
2021_04_22_MND_S1,39,12,76.47058823529412,23.529411764705884,15.35897435897436,30.5,"Well, thank you. Flavio. | Yan Xiao.","Um for I think everybody is aware that we are in the metabolites, metal ions and small molecules um  | Do you have access to the um Google Drive folder?",2021MND
2021_04_22_MND_S3,8,4,66.66666666666667,33.333333333333336,12.75,41.5,"Yeah, so so so so if we're going to okay, so if we're to model the uh you know, or use a vagus nerve | Because my question is pretty generic because it seems like eventually it will all go down to what i",and maybe I can start you you pose a very large question. Uh and I'll also remain mindful of time. I | we just got this message from Andrew and uh we need to identify a few big ideas to uh report out. Uh,2021MND
2021_04_22_MND_S4,23,11,67.6470588235294,32.35294117647059,16.130434782608695,26.09090909090909,I can go next. So my name is Michael Burton. I am a fourth year assistant professor at the Universit | She can't.,I think everybody is aware that we are in the metabolites and ions and small molecules. And we have  | Um and it's going to be the person who will report out to the larger group as well. Um do we have an,2021MND
2021_04_22_MND_S5,14,10,58.333333333333336,41.666666666666664,21.214285714285715,26.0,"Okay. Who wants to go next? | All right, who who needs to go next?",Make sure and choose a recorder and take a minute or so to think about getting started. | the the main thing we're supposed to address is this question I just dropped into the chat.,2021MND
2021_04_22_MND_S6,29,14,67.44186046511628,32.55813953488372,12.931034482758621,35.357142857142854,Now your focus of the question was what are the the means you think that we can use uh to modulate t | just open the question.,Um and I feel like we're at least us we're in the business of building tools um but we need to know  | Don't forget about the overall microbiota that can easily samples every two hours even if you want. ,2021MND
2021_04_22_MND_S7,21,9,70.0,30.0,14.095238095238095,50.44444444444444,"I'm always frozen. Are there any other ideas that we want to discuss? | All right, yes, we just got our uh message. Yep, we're we're about 15 minutes left, so we should sta","Maybe then to to like keep drilling down on that to get even more granularity, like could we for the | to just bring in for a minute here to to give people sense of where we are time wise. We probably ha",2021MND
2021_04_22_MND_S8,13,3,81.25,18.75,16.153846153846153,50.333333333333336,"question and let me just preface this by saying that um calling something a biomarker in my lab is p | So, I don't I don't know if that's a useful comment um but maybe just to to think about whether that","Yeah, I was just going to mention that that we're supposed to I think take the last 10 minutes to ki | So are are any of you also working off of the Google slides? Because I think we'd all be able to edi",2021MND
2021_04_23_MND_S1,23,4,85.18518518518519,14.814814814814815,13.043478260869565,82.25,"Sensing and regulation is a big part of the plan here. But for now, we're in the very preliminary st | So, Faranak, I think we should talk about your ENS essay a little more.","Yeah, so just sort of think of your gut as this anaerobic bioreactor and it's full of, you know, gre | So do you think the next step in the field would be to now take all of these interesting cues and va",2021MND
2021_04_23_MND_S10,31,3,91.17647058823529,8.823529411764707,10.290322580645162,32.333333333333336,"Yeah, nice to see you too. Looks like we're going to do this uh facilitate this one together. | Yeah, sounds great.","So I I want to steer the pot a little bit and say that, um, I've heard great comments about, um, neu | Uh, no, if you want to if you want to do it, absolutely happy. I mean you had a lot to to add to the",2021MND
2021_04_23_MND_S11,28,5,84.84848484848484,15.151515151515152,15.714285714285714,20.8,and do the reporter then. | You want to report? Does anyone want to take notes while we while we chat?,"Melanie, you're going to take the note? Okay, I'll just write it here. Recorder Melanie, all right? | How report out card is on 54. The question is on 50, yes.",2021MND
2021_04_23_MND_S12,11,5,68.75,31.25,18.454545454545453,27.8,So I haven't been um in the same room with everybody here. I presume that that's the case since I th | So I'm sure everybody's on a different place on everybody else's screen. So I'm just going to ask pe,"Hello everyone. Hi, good afternoon. Welcome to breakout room, um, 3.3 I think we are. Um, so communi | So now we're very much interested in trying to really uh unravel the relationship between uh and how",2021MND
2021_04_23_MND_S13,35,7,83.33333333333333,16.666666666666668,11.514285714285714,23.714285714285715,"So you lead us to the next person. You tell us who the next person. | Oh, and I see the next one. Sorry.","All right, so I put the questions on the chat. I I know that you have seen the questions and you kno | So what about three? So I think we have 15 minutes left or so. So yeah, is now a time a good time to",2021MND
2021_04_23_MND_S14,31,8,79.48717948717949,20.512820512820515,14.741935483870968,29.875,"recorder Melanie, all right? | So if I'm oriented correctly, we are our prompts or our questions are on slide 50. Is that right?","Our report out card is on 54. The question is on 50, yes. | I'm I'm curious. I personally we don't really study microbiome yet, but uh over the past several day",2021MND
2021_04_23_MND_S15,30,12,71.42857142857143,28.571428571428573,9.866666666666667,52.833333333333336,Matt can be our facilitator. | Indeed.,"We're missing a couple people and the facilitator, but I was hoping, I mean, who is our facilitator? | I know, but others may not know you. Just give a uh one sentence about yourself. I know you are in u",2021MND
2021_04_23_MND_S16,19,6,76.0,24.0,19.105263157894736,108.33333333333333,"Um, should we do the 30 second intros before we get started? All right. Heather, do you want to star | All right, thank you. Uh, Jean Key.","the rest of us can also take notes to help you and you have the option to either um take notes on th | Um, I was going to say because I think what we've been talking about is addressing question two, wha",2021MND
2021_04_23_MND_S2,34,6,85.0,15.0,15.235294117647058,34.833333333333336,"everyone's names and um everyone can introduce themselves. Hi Richard. | All right, how about we start with uh Stev Rula.","All right, um we will choose a reporter and then we'll take a minute to also write down our thoughts | Here here's my proposal is May if you want to be the reporter and also take notes but then Stephanie",2021MND
2021_04_23_MND_S3,14,3,82.3529411764706,17.647058823529413,25.357142857142858,21.0,"are all these other associated microbes with many, many more genes that are influencing the process  | So people could volunteer and if they don't, uh maybe we'll start calling on them.","that you're held as in highest esteem and you get to talk at the end. | Okay, I tell you what I'm going to do is I'm gonna uh close my eyes, I'm gonna point to the screen a",2021MND
2021_04_23_MND_S4,24,10,70.58823529411765,29.41176470588235,16.875,20.0,We need a reporter. | Any volunteers?,I'm happy to record this time. | I can do it. I'll do my my turn now and then sit out on the next one.,2021MND
2021_04_23_MND_S5,30,7,81.08108108108108,18.91891891891892,16.666666666666668,30.571428571428573,"Thanks Kai. Yeah, I heard about your work last night. It's super awesome. Uh welcome welcome Angela. | Thanks Stephanie, Sarah.","Thanks Aaron. All right, um we will choose a reporter and then we'll take a minute to also write dow | Here here's my proposal is May if you want to be the reporter and also take notes but then Stephanie",2021MND
2021_04_23_MND_S6,25,7,78.125,21.875,29.68,19.285714285714285,"I'm Judith Eisen. I'm a faculty member at the University of Oregon and the Institute of Neuroscience | Oh, I'm sorry. I'll have to fix this.","Fantastic. So, um, who wants to volunteer to be the scribe? | We can see it in real time though on if we all have the Google Drive open in another browser tab. So",2021MND
2021_04_23_MND_S7,32,2,94.11764705882354,5.882352941176471,10.6875,225.5,"Thanks. Mark? | is a great team from competition computational scientist to microbiologist, immunologist, early life","Yes, I think computational science is getting there. Uh if you want to understand at the metabolite  | Yes, I think if you just copy paste the main lines and then we can fill in the words, that would be ",2021MND
2021_04_23_MND_S8,16,12,57.142857142857146,42.857142857142854,20.375,48.666666666666664,"Guys, are you ready? I think this is a great group because I heard a lot from people that work with  | Um, should we go question by question or do you want to just share your thoughts?","And while you're thinking about it, we need a scribe. And so I should have asked before for a scribe | I'm I'm happy to be the scribe.",2021MND
2021_04_23_MND_S9,8,4,66.66666666666667,33.333333333333336,19.625,69.25,"Um, so let's start uh with introducing ourselves. Um, again, I'll start. I'm Bob Bryan, professor uh | Are we missing anyone?","So communications between the gut and the brain. And on this breakout group, we have uh a number of  | Yes, that can be done. Uh but the question is that the metabolite uh library is vast and which one a",2021MND
2021_09_30_MZT_S2,6,3,66.66666666666667,33.333333333333336,83.83333333333333,25.0,"I will say I can't brainstorm and listen and write at the same time. It would be really nice if the  | I I was just going to since I just popped up, uh, I'm Mike Wimberly. I am the facilitator for this g","Lauren, do you want me to take notes for a second so that you can like talk for a little bit? I don' | Well, I'll take them somewhere else and fill them in in a minute.",2021MZT
